UF,INSTITUICAO,MODALIDADE,NOME_POLO_OU_CAMPUS,MUNICIPIO_POLO,CURSO,URL_FONTE,URL_DOWNLOAD_PDF,URL_DOWNLOAD_PDF_LIMPA,STATUS_LINK,HASH_OU_ID_PDF_CANONICO,PPC_COMPARTILHADO,GRUPO_COMPARTILHAMENTO_ID,QTD_POLOS_NO_GRUPO,TIPO_VINCULO,ANO_PPC,LOCALIDADE_DOCUMENTO,NOME_ARQUIVO_LOCAL,CAMINHO_ARQUIVO_LOCAL,EVIDENCIA_MINIMA,OBS,ACAO_RECOMENDADA,DOC_ID
AL,UNCISAL,Educação a Distância,POLO UAB PALMEIRA DOS ÍNDIOS,Palmeira dos Índios,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,SIM,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento oficial intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', datado de 'Maceió, janeiro de 2021'. Nele é informado que '40 (quarenta) vagas foram destinadas por cada Polo de apoio Presencial, num total de 5 polos', configurando um curso multicampi/multipolos. [web:1]","Embora o PPC oficial do curso de Matemática EaD da UNCISAL comprove que atende a 5 polos, não foi localizada a listagem literal com o nome do polo Penedo nos trechos recuperados nesta rodada. [web:1]",OK,DOC0003
AL,UNCISAL,Educação a Distância,POLO UAB SÃO JOSÉ DA LAJE,São José da Laje,Licenciatura em Matematica,https://www2.ifal.edu.br/superior/arquivos/ppc-licenciatura-em-matematica.pdf/view [web:38],https://www2.ifal.edu.br/superior/arquivos/ppc-licenciatura-em-matematica.pdf [web:30],https://www2.ifal.edu.br/superior/arquivos/ppc-licenciatura-em-matematica.pdf,OK_PDF,C3D4A9FBC4FE2674481589A5910ECFE414674EB15E4DF71A9543AF31C2E9F8BB,NAO,,,POLO_ESPECIFICO,2018 [web:32],POLO__Campus_e_Polo_UAB_Maceio__Maceio,AL__IFAL__PRESENCIAL__POLO__Campus_e_Polo_UAB_Maceio__Maceio__2018_web_32__DOC0004.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__IFAL__PRESENCIAL__POLO__Campus_e_Polo_UAB_Maceio__Maceio__2018_web_32__DOC0004.pdf,"A capa e a identificação do documento oficial trazem: 'PROJETO PEDAGÓGICO DO CURSO – PPC LICENCIATURA EM MATEMÁTICA INSTITUTO FEDERAL DE ALAGOAS- IFAL CAMPUS MACEIO', datado de 'MACEIÓ – AL. 2018'. [web:30][web:32]",O arquivo PDF foi localizado diretamente no domínio oficial do IFAL com as informações exatas e literais condizentes com o curso de graduação presencial em Maceió. [web:30][web:31],OK,DOC0004
AL,UFAL,Educação Presencial,CAMPUS ARAPIRACA - Sede,Arapiraca,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,SIM,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento oficial intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', datado de 'Maceió, janeiro de 2021'. Nele é informado que '40 (quarenta) vagas foram destinadas por cada Polo de apoio Presencial, num total de 5 polos', configurando um curso EaD compartilhado. [web:1]","Assim como no Item 1, trata-se do mesmo PPC oficial EaD da UNCISAL que atende a 5 polos, mas o nome 'Matriz de Camaragibe' não constou literalmente na busca do interior do documento nesta rodada. [web:1]",OK,DOC0003
AL,UFAL,Educação a Distância,CAMPUS A. C. SIMÕES,Maceió,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,SIM,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento oficial intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', datado de 'Maceió, janeiro de 2021'. Nele é informado que '40 (quarenta) vagas foram destinadas por cada Polo de apoio Presencial, num total de 5 polos'. [web:1]",Trata-se do documento central EaD da UNCISAL. A listagem nominal do polo de Palmeira dos Índios não foi extraída literalmente no escopo da ferramenta nesta rodada. [web:1],OK,DOC0003
AL,UNCISAL,Educação a Distância,POLO UAB ARAPIRACA,Arapiraca,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,SIM,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento oficial intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', datado de 'Maceió, janeiro de 2021'. Nele é informado que '40 (quarenta) vagas foram destinadas por cada Polo de apoio Presencial, num total de 5 polos'. [web:1]","A documentação atende à EaD UNCISAL em sua totalidade, necessitando de validação manual apenas para confirmar a menção explícita ao polo específico. [web:1]",OK,DOC0003
AL,UNEAL,Educação Presencial,PÓLO ARAPIRACA,Arapiraca,Licenciatura em Matematica,https://arapiraca.ufal.br/graduacao/matematica/documentos/projeto-pedagogico [web:47],https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus-arapiraca/ppc_matematica_matriz-2018.pdf/@@download/file/ilovepdf_merged%20%283%29.pdf [web:37],https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus-arapiraca/ppc_matematica_matriz-2018.pdf/@@download/file/ilovepdf_merged%20%283%29.pdf,OK_PDF,A4241A966A83965911B6162B7DC242FE80E78310706C178AABEB9A222317EFD3,NAO,,,POLO_ESPECIFICO,2018 [web:47],POLO__CAMPUS_ARAPIRACA_Sede__Arapiraca,AL__UFAL__PRESENCIAL__POLO__CAMPUS_ARAPIRACA_Sede__Arapiraca__2018_web_47__DOC0005.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__PRESENCIAL__POLO__CAMPUS_ARAPIRACA_Sede__Arapiraca__2018_web_47__DOC0005.pdf,"No site oficial do Campus Arapiraca há o link para o 'PPC Matemática 2018'. Dentro do PDF oficial, lê-se: 'Este Projeto Pedagógico de Curso (PPC) é um documento público que tem por finalidade apresentar o curso de Matemática Licenciatura da Universidade Federal de Alagoas (UFAL) – Campus de Arapiraca'. [web:37][web:47]","Informação clara, completa e consolidada para o curso presencial sede do campus de Arapiraca. [web:37][web:47]",OK,DOC0005
AL,UNEAL,Educação Presencial,Campus III - Palmeira dos Índios,Palmeira dos Índios,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,SIM,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento oficial intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', com a indicação 'Maceió, janeiro de 2021'. No corpo do texto, menciona-se que '40 (quarenta) vagas foram destinadas por cada Polo de apoio Presencial, num total de 5 polos', caracterizando um curso EaD compartilhado. [web:1]","A documentação base atende aos requisitos do curso EaD da UNCISAL em âmbito geral, mas será necessária verificação manual no PDF para constatar a lista de polos onde consta Arapiraca. [web:1]",OK,DOC0003
AL,UNCISAL,Educação a Distância,POLO UAB OLHO DÁGUA DAS FLORES,Olho d´Água das Flores,Licenciatura em Matematica,NAO_ENCONTRADO,NAO_ENCONTRADO,,NAO_ENCONTRADO,,NAO,,,POLO_ESPECIFICO,NAO_ENCONTRADO,,,,NAO_ENCONTRADO,Nenhum arquivo PDF oficial contendo o PPC de Matemática da UNEAL em Arapiraca foi detectado com link direto válido nas buscas desta rodada. Recomenda-se busca nos portais acadêmicos internos da instituição.,NOVA_BUSCA,
AL,IFAL,Educação Presencial,Campus e Polo UAB - Piranhas,Piranhas,Licenciatura em Matematica,NAO_ENCONTRADO,NAO_ENCONTRADO,,NAO_ENCONTRADO,,NAO,,,POLO_ESPECIFICO,NAO_ENCONTRADO,,,,NAO_ENCONTRADO,Nenhum arquivo PDF oficial contendo o Projeto Pedagógico do Curso de Licenciatura em Matemática Presencial na UNEAL de Palmeira dos Índios foi detectado com link válido para acesso público nesta rodada.,NOVA_BUSCA,
AL,UNCISAL,Educação a Distância,CAMPUS  - MACEIÓ - TRAPICHE DA BARRA,Maceió,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,SIM,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento oficial intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', com a indicação 'Maceió, janeiro de 2021'. No corpo do texto, menciona-se que '40 (quarenta) vagas foram destinadas por cada Polo de apoio Presencial, num total de 5 polos'. [web:1]",Trata-se do documento geral da EaD para Licenciatura em Matemática da UNCISAL. A menção literal ao polo específico demanda validação manual no arquivo PDF. [web:1],OK,DOC0003
AL,UFAL,Educação a Distância,POLO UAB - ARAPIRACA,Arapiraca,Licenciatura em Matematica,https://www2.ifal.edu.br/superior/arquivos/copy_of_PPCLicenciaturaemMatemticaCampusPiranhas.pdf [web:33],https://www2.ifal.edu.br/superior/arquivos/copy_of_PPCLicenciaturaemMatemticaCampusPiranhas.pdf [web:33],https://www2.ifal.edu.br/superior/arquivos/copy_of_PPCLicenciaturaemMatemticaCampusPiranhas.pdf,OK_PDF,F5010EDE953B94D12D1B41A37BC0AF3679770948701DE387E564118834B68C9F,NAO,,,POLO_ESPECIFICO,2021 [web:36],POLO__Campus_e_Polo_UAB_Piranhas__Piranhas,AL__IFAL__PRESENCIAL__POLO__Campus_e_Polo_UAB_Piranhas__Piranhas__2021_web_36__DOC0006.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__IFAL__PRESENCIAL__POLO__Campus_e_Polo_UAB_Piranhas__Piranhas__2021_web_36__DOC0006.pdf,"O documento explicita na capa e na identificação: 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', 'MODALIDADE: Presencial', e 'LOCAL DE OFERTA: Ifal – Campus Piranhas'. No texto histórico de aprovação consta que 'Em 2021, o Conselho de Ensino, Pesquisa e Extensão do Ifal aprova a oferta'. [web:33][web:36]","Evidência robusta do PPC do campus Piranhas de forma presencial, recuperado integralmente através do domínio oficial do IFAL. [web:33]",OK,DOC0006
AL,UFAL,Educação a Distância,Polo EAD São José da Laje,Maceió,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,SIM,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento oficial intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', com a indicação 'Maceió, janeiro de 2021'. No corpo do texto, menciona-se a oferta em 'um total de 5 polos'. [web:1]","Maceió, como sede da UNCISAL, congrega as informações do curso EaD. O documento é válido, mas os polos precisos requerem validação manual para detalhamento total a partir do PDF principal. [web:1]",OK,DOC0003
AL,UNCISAL,Educação a Distância,POLO UAB TEOTONIO VILELA,Teotônio Vilela,Licenciatura em Matematica,https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus-maceio/matematica-licenciatura-ead/@@download/file/PPC%20da%20Matematica%20Licenciatura%20EaD.pdf [web:6],https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus-maceio/matematica-licenciatura-ead/@@download/file/PPC%20da%20Matematica%20Licenciatura%20EaD.pdf [web:6],https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus-maceio/matematica-licenciatura-ead/@@download/file/PPC%20da%20Matematica%20Licenciatura%20EaD.pdf,OK_PDF,BB6A86A423FA736974C1938D0763992308086FB411EFB68311492E738BAB9DF0,SIM,,3,INSTITUCIONAL_COMPARTILHADO,2012 [web:6],POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi,AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf,"O documento é o 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA MODALIDADE A DISTÂNCIA', de 'Maceió, junho de 2012'. No quadro de endereços e polos, lista explicitamente: 'Municípios de funcionamento: polos UAB (Maragogi, São José da Laje, Maceió, Arapiraca, Santana do Ipanema, Palmeira dos Índios e Penedo)'. [web:6]",O PDF cobre expressamente o polo São José da Laje na oferta do curso a distância da UFAL.,OK,DOC0001
AL,UFAL,Educação a Distância,POLO UAB - MARAGOGI,Maragogi,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,SIM,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', 'Maceió, janeiro de 2021'. Menciona oferta distribuída em 'um total de 5 polos'. [web:1]","Trata-se do documento geral da EaD para Licenciatura em Matemática da UNCISAL. A menção literal ao polo de Teotônio Vilela não constou nos trechos recuperados nesta rodada, exigindo validação manual. [web:1]",OK,DOC0003
AL,UNCISAL,Educação a Distância,POLO UAB MARAGOGI,Maragogi,Licenciatura em Matematica,https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus-maceio/matematica-licenciatura-ead/@@download/file/PPC%20da%20Matematica%20Licenciatura%20EaD.pdf [web:6],https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus-maceio/matematica-licenciatura-ead/@@download/file/PPC%20da%20Matematica%20Licenciatura%20EaD.pdf [web:6],https://ufal.br/estudante/graduacao/projetos-pedagogicos/campus-maceio/matematica-licenciatura-ead/@@download/file/PPC%20da%20Matematica%20Licenciatura%20EaD.pdf,OK_PDF,BB6A86A423FA736974C1938D0763992308086FB411EFB68311492E738BAB9DF0,SIM,,3,INSTITUCIONAL_COMPARTILHADO,2012 [web:6],POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi,AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf,"No 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA MODALIDADE A DISTÂNCIA', de 2012 da UFAL, consta textualmente o endereço da modalidade com a lista: 'Municípios de funcionamento: polos UAB (Maragogi, São José da Laje, Maceió...)'. [web:6]",PDF validado com identificação clara e explícita do município do polo. [web:6],OK,DOC0001
AL,UFAL,Educação Presencial,CAMPUS A. C. SIMÕES,Maceió,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,SIM,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', 'Maceió, janeiro de 2021'. Menciona oferta em 'num total de 5 polos'. [web:1]","Da mesma forma que no Item 2, o PDF base é válido para os cursos EaD da UNCISAL, porém, devido à ausência literal do nome do polo nos fragmentos rastreados pela ferramenta de busca, demanda-se a verificação final interna. [web:1]",OK,DOC0003
AL,UNEAL,Educação Presencial,Campus III - Palmeira dos Índios,Palmeira dos Índios,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,NAO,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento oficial intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', com a indicação 'Maceió, janeiro de 2021'. No corpo do texto, menciona-se que '40 (quarenta) vagas foram destinadas por cada Polo de apoio Presencial, num total de 5 polos', caracterizando um curso EaD compartilhado. [web:1]","A documentação base atende aos requisitos do curso EaD da UNCISAL em âmbito geral, mas será necessária verificação manual no PDF para constatar a lista de polos onde consta Arapiraca. [web:1]",NOVA_BUSCA,DOC0003
AL,UFAL,Educação Presencial,CAMPUS A. C. SIMÕES,Maceió,Licenciatura em Matematica,https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf [web:1],https://www.uncisal.edu.br/uploads/2022/3/PPC_MATEMATICA_UNCISAL_MARCO.pdf,OK_PDF,748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6,NAO,,12,POLO_ESPECIFICO,2021 [web:1],POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio,AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf,"O documento intitula-se 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA', 'Maceió, janeiro de 2021'. Menciona oferta em 'num total de 5 polos'. [web:1]","Da mesma forma que no Item 2, o PDF base é válido para os cursos EaD da UNCISAL, porém, devido à ausência literal do nome do polo nos fragmentos rastreados pela ferramenta de busca, demanda-se a verificação final interna. [web:1]",NOVA_BUSCA,DOC0003
